Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1M_RS_Percentile,3M_RS_Percentile,6M_RS_Percentile,Price,MarketCap,Float,ShortFloatPct,PctFrom52WkHigh,AvgVol10,AvgVol30,AvgVol50,RevenueGrowth
472,MSGS,Communication Services,Entertainment,S&P 600,137.09,92,88,86,82,396.4,9011446294.758453,24076107.0,0.0625,5.36,184690,271976,254930,0.019
473,CSCO,Technology,Communication Equipment,S&P 500,137.06,92,91,79,72,114.17,474627555142.31757,3941434665.0,0.015,-5.98,19716875,23674801,26162289,0.12
474,MIRM,Healthcare,Biotechnology,NASDAQ,136.97,91,91,87,94,113.03,6189594540.5,60981227.0,0.17629999,-1.7,584070,942533,996802,0.433
475,QUIK,Technology,Semiconductors,NASDAQ,136.8,91,97,96,58,12.66,367418511.8865967,17724000.0,0.0785,-46.81,307580,434716,505728,0.168
476,ZURA,Healthcare,Biotechnology,NASDAQ,136.79,91,92,96,98,5.23,407987071.09705925,94880710.0,0.088199995,-29.7,692040,1335166,1156228,
477,FSTR,Industrials,Railroads,NASDAQ,136.78,91,92,77,74,42.4,430270088.8165283,10458680.0,0.0136,-1.53,69848,93379,96055,0.239
478,CRDO,Technology,Semiconductors,NASDAQ,136.72,91,97,94,87,213.15,43535719113.04138,184449940.0,0.0683,-11.49,5709800,8400066,8720998,2.015
479,INM,Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ,136.68,91,82,6,6,1.71,5203079.083829522,3314063.0,0.0081,-78.57,5393504,1823591,3119558,
480,ZONE,Industrials,Pollution & Treatment Controls,NYSE ARCA,136.66,91,90,5,2,0.72,6364752.0948421955,7955940.0,1.52,-90.79,1674200,2433513,2604720,-0.025
481,GCTS,Technology,Semiconductors,NYSE,136.66,91,94,55,16,1.95,279984055.7420969,83081325.0,0.0714,-50.38,1582048,2694106,6595725,2.871
482,GKOS,Healthcare,Medical Devices,S&P 600,136.6,91,85,75,77,153.58,6070149612.229164,58733911.0,0.0682,3.69,483888,761116,991421,0.412
483,ABX,Financial Services,Insurance - Life,NYSE,136.48,91,80,86,78,10.38,861382811.7502251,95922367.0,0.2229,-1.47,671472,715124,625818,0.346
484,GPRE,Basic Materials,Chemicals,NASDAQ,136.39,91,88,97,91,16.95,1097372831.9228783,70030174.0,0.2078,-10.51,1546780,1444973,1436766,-0.259
485,OGN,Healthcare,Drug Manufacturers - General,S&P 600,136.3,91,93,83,34,13.56,3503095539.1497116,262600862.0,0.0867,0.59,2569490,2557100,2818300,-0.035
486,BFH,Financial Services,Credit Services,S&P 600,136.29,91,90,86,77,104.31,3599057267.2187424,40407065.0,0.0,5.23,648999,742659,714077,0.061
487,TRGP,Energy,Oil & Gas Midstream,S&P 500,136.27,91,85,85,75,281.33,54749221910.3089,214643903.0,0.0242,0.48,1086140,1274983,1219804,-0.102
488,CON,Healthcare,Medical Care Facilities,S&P 600,136.19,91,86,59,55,31.61,3182409575.9897995,127961780.0,0.031,18.59,858016,1045102,937077,0.137
489,PSX,Energy,Oil & Gas Refining & Marketing,S&P 500,136.18,91,71,81,71,206.98,70516453275.29053,400935020.0,0.0247,8.59,2682600,2876686,2614108,0.069
490,TEN,Energy,Oil & Gas Midstream,NYSE,136.14,91,87,94,84,39.4,1132195375.9052887,30127603.0,0.0146,-14.07,224460,275450,298556,0.284
491,CURR,Technology,Software - Application,NASDAQ,136.1,91,95,95,17,3.24,352565130.6788385,112281885.0,0.0179,-31.43,104770,124830,142268,-0.218
492,BNAI,Technology,Software - Infrastructure,NASDAQ,136.07,91,99,99,99,11.16,96574076.07299423,6507687.0,0.1104,-87.07,194645,295371,528463,9.431
493,AOUT,Consumer Cyclical,Leisure,NASDAQ,135.96,91,58,59,39,12.95,127658030.48294067,12595760.0,0.0686,-3.77,89160,158120,112446,-0.033
494,CAT,Industrials,Farm & Heavy Construction Machinery,S&P 500,135.77,91,95,93,89,888.73,403418697901.2257,460591983.0,0.0202,-4.58,2630828,3496659,3195699,0.222
495,KRT,Consumer Cyclical,Packaging & Containers,NASDAQ,135.75,91,72,73,31,38.73,541416401.4742298,19963731.0,0.0209,20.54,122820,137363,123896,0.129
496,JBHT,Industrials,Integrated Freight & Logistics,S&P 500,135.67,91,91,89,82,288.3,26067127994.62201,94299203.0,0.060500003,3.76,1218540,1064840,1051508,0.046
497,CYTK,Healthcare,Biotechnology,S&P 400,135.57,91,90,74,80,80.74,10421751008.717278,135770593.0,0.1875,0.67,1469081,2227663,2074530,11.258
498,CMTV,Financial Services,Banks - Regional,NASDAQ,135.53,91,88,94,89,40.56,201788321.6231575,5591253.0,0.0162,-5.5,26147,49905,37407,0.151
499,AGEN,Healthcare,Biotechnology,NASDAQ,135.48,91,18,57,18,5.98,145748508.5,41642431.0,0.1293,-18.53,20412754,7426624,4692368,0.402
500,CLBK,Financial Services,Banks - Regional,NASDAQ,135.42,91,76,80,60,10.88,2094475463.649889,104047469.0,0.0987,-47.41,14898066,5645814,3746828,0.185
501,PRLB,Industrials,Metal Fabrication,S&P 600,135.32,91,91,85,70,78.24,1802636900.029564,23794045.0,0.0372,2.41,160160,237243,224048,0.104
502,AVAH,Healthcare,Medical Care Facilities,NASDAQ,135.31,91,76,61,89,9.45,1561304822.1234035,217755203.0,0.0452,-8.43,2064105,2321871,2215979,0.159
503,TENX,Healthcare,Biotechnology,NASDAQ,135.17,91,84,94,94,14.53,314853634.29443645,26525159.0,0.0296,-20.95,1159090,1398750,1092162,
504,NKTR,Healthcare,Biotechnology,NASDAQ,135.15,91,85,99,92,69.36,2192037663.3638916,33786032.0,0.1427,-36.37,727750,1094033,1051236,0.038
505,LNTH,Healthcare,Drug Manufacturers - Specialty & Generic,S&P 400,134.97,91,90,72,31,104.82,6465034141.287994,65106082.0,0.13159999,0.9,728080,917366,967430,0.012
506,CVS,Healthcare,Healthcare Plans,S&P 500,134.89,91,88,71,63,107.74,116083870674.06323,1275927307.0,0.0154,9.46,8012231,8187037,8093782,0.061
507,TALK,Healthcare,Health Information Services,NASDAQ,134.88,91,87,92,86,5.21,871065311.2495136,167512566.0,0.0394,0.19,1296780,2321930,2025590,0.182
508,APLM,Healthcare,Biotechnology,NASDAQ,134.74,91,92,75,96,18.21,31074134.962272644,2196052.0,0.0029,-56.77,48712,27134,20482,
509,TWN,Financial Services,Asset Management,NYSE,134.63,91,94,96,87,86.2,569323175.6116562,5742039.0,0.33080003,-15.49,40990,53413,58530,0.404
510,DAO,Consumer Defensive,Education & Training Services,NYSE,134.54,91,69,65,64,15.36,1441583817.4407701,120634631.0,0.0313,17.25,43018,78042,88455,0.038
511,VTRS,Healthcare,Drug Manufacturers - Specialty & Generic,S&P 500,134.49,91,87,87,84,17.24,18935626420.58495,1164552654.0,0.0328,-1.65,8843310,9868270,9889748,0.081
512,WKC,Energy,Oil & Gas Refining & Marketing,S&P 600,134.46,91,81,54,50,38.14,1479550515.8832302,51355451.0,0.1792,27.77,1556190,1295530,1080126,0.025
513,DAR,Consumer Defensive,Packaged Foods,S&P 400,134.46,91,79,92,84,62.5,9392606910.79609,158927363.0,0.0423,-5.33,1759099,2338229,2218771,0.123
514,VIK,Consumer Cyclical,Travel Services,NYSE,134.4,91,91,84,83,100.71,41095532963.9527,446157124.0,0.0374,7.48,1702560,2441110,2995602,0.175
515,FNKO,Consumer Cyclical,Leisure,NASDAQ,134.37,91,91,67,42,5.79,317168827.5345001,55839584.0,0.1094,-4.93,597479,637039,654729,0.053
516,IX,Financial Services,Financial Conglomerates,NYSE,134.35,91,86,81,83,40.31,42866858219.29314,1098586820.0,0.0007,0.78,191543,241161,285770,0.28
517,CURV,Consumer Cyclical,Apparel Retail,NYSE,134.32,91,77,48,8,2.48,159197562.3722285,99498475.0,0.16549999,-55.19,267984,309278,510230,-0.143
518,NEWP,Basic Materials,Silver,NYSE ARCA,134.31,91,88,98,96,4.5,914245094.289782,185069855.0,0.0306,-28.68,603170,824516,990112,
519,VIRT,Financial Services,Capital Markets,S&P 600,134.29,91,90,81,60,59.74,4364275347.438744,87024431.0,0.042,5.77,1280540,1314153,1303110,0.303
520,HXL,Industrials,Aerospace & Defense,S&P 400,134.29,91,85,85,82,110.28,6772606920.415649,75427184.0,0.0572,12.23,1140206,1094002,1009379,0.099
521,BVS,Healthcare,Medical Devices,NASDAQ,134.28,91,76,84,58,11.8,576535903.9862976,67748048.0,0.034,4.9,552944,674384,691784,0.066
522,VRT,Industrials,Electrical Equipment & Parts,S&P 500,134.07,91,94,96,84,290.36,121266991017.18018,384108816.0,0.0354,-23.58,3893190,5834316,5938816,0.301
523,QMCO,Technology,Computer Hardware,NASDAQ,134.07,91,94,23,11,11.55,142135262.1483965,14638029.0,0.1058,-24.66,780710,1025540,1170206,0.086
524,NOK,Technology,Communication Equipment,NYSE,134.05,91,96,95,72,9.73,82844807949.46712,5582534171.0,0.0108,-41.49,107657770,98193763,110010050,0.024
525,AMAL,Financial Services,Banks - Regional,NASDAQ,133.89,91,85,82,82,49.44,1238897539.8878136,29867347.0,0.0555,12.34,177258,179662,154663,0.047
526,PNTG,Healthcare,Medical Care Facilities,NASDAQ,133.86,91,71,73,58,39.81,1190788827.25,34767557.0,0.019199999,6.05,250490,319330,296760,0.36
527,JRSH,Consumer Cyclical,Apparel Manufacturing,NASDAQ,133.85,91,89,66,33,4.66,43179797.21116066,12699940.0,0.0221,29.44,86030,1472366,957568,0.18
528,NRXP,Healthcare,Biotechnology,NASDAQ,133.8,91,83,77,18,4.11,160132147.40405273,36228992.0,0.1356,-10.36,749280,841210,1238566,
529,XHR,Real Estate,REIT - Hotel & Motel,S&P 600,133.73,91,87,78,71,21.03,1602310231.3657856,92245835.0,0.082200006,18.48,547870,869416,823420,0.022
530,MSGE,Communication Services,Entertainment,NYSE,133.68,91,89,86,90,76.37,3336438096.274353,47305234.0,0.0484,6.39,386200,558340,507820,0.016
531,FSEA,Financial Services,Banks - Regional,NASDAQ,133.63,91,83,38,65,16.9,78444786.05848312,4691674.0,0.0021,0.6,10921,13867,18416,0.114
532,MSLE,Healthcare,Biotechnology,NASDAQ,133.58,91,32,50,93,9.62,152067690.97323418,20831190.0,2.07,-28.18,103640,82420,61976,
533,MOVE,Technology,Software - Infrastructure,NASDAQ,133.5,90,99,97,95,12.5,37639893.0,1981047.0,0.84,-51.74,46500,47533,57494,
534,ORMP,Healthcare,Biotechnology,NASDAQ,133.42,90,91,91,90,4.16,162476542.74090457,40926081.0,0.0184,-16.97,174720,406266,326484,
535,RXO,Industrials,Trucking,S&P 600,133.36,90,94,80,23,25.63,4218661568.3775787,164920312.0,0.24790001,-2.25,1751110,1844803,2235332,-0.006
536,ANDE,Consumer Defensive,Food Distribution,S&P 600,133.35,90,86,92,89,77.71,2403875688.3303223,34054056.0,0.0344,-5.36,285065,329855,314829,-0.012
537,DRH,Real Estate,REIT - Hotel & Motel,S&P 600,133.13,90,87,80,71,12.85,2247351548.285818,204490591.0,0.093100004,14.02,2525580,2480303,2245652,0.013
538,STT,Financial Services,Asset Management,S&P 500,133.05,90,86,85,77,184.21,43076020847.19481,276767033.0,0.0002,15.63,2866300,2780190,2388278,-0.028
539,COCO,Consumer Defensive,Beverages - Non-Alcoholic,S&P 600,132.95,90,93,78,85,65.97,4290872711.725441,57112643.0,0.1041,-17.23,1270593,1267041,1150818,0.373
540,CALY,Consumer Cyclical,Leisure,S&P 600,132.94,90,93,88,92,18.16,2768266401.6279316,179757563.0,0.047,0.89,1890510,2214173,2376402,0.092
541,PLXS,Technology,Electronic Components,S&P 600,132.83,90,92,93,87,261.71,7180352747.620239,26756421.0,0.0557,-5.12,249880,313263,303322,0.187
542,GPCR,Healthcare,Biotechnology,NASDAQ,132.82,90,84,83,99,49.12,2796071470.2851105,71074516.0,0.109,-48.24,568444,777291,754350,
543,SLNHP,Financial Services,Capital Markets,NASDAQ,132.75,90,95,70,90,10.24,,,0.41,-18.08,16770,16070,14252,0.583
544,INN,Real Estate,REIT - Hotel & Motel,NYSE,132.7,90,88,66,26,7.02,625266497.9931002,108365078.0,0.0001,17.0,807882,1633177,1623492,0.003
545,MCS,Communication Services,Entertainment,NYSE,132.66,90,87,80,39,23.82,581072772.3412285,30728333.0,0.0256,18.98,181330,272463,224666,0.037
546,MFG,Financial Services,Banks - Regional,NYSE,132.64,90,84,78,87,10.57,109367773081.37985,12192616480.0,0.00029999999,2.82,3977340,4189650,3978098,0.167
547,GNK,Industrials,Marine Shipping,NYSE,132.59,90,80,89,85,26.77,1048463823.787344,43577051.0,0.0238,-1.76,236609,317149,341095,0.606
548,DLTH,Consumer Cyclical,Apparel Retail,NASDAQ,132.53,90,91,88,41,4.2,127731134.663764,38128698.0,0.0228,-9.87,60893,143621,151644,-0.105
549,MAMA,Consumer Defensive,Packaged Foods,NASDAQ,132.45,90,91,85,93,17.48,561756607.7642441,40707000.0,0.0732,-2.07,533810,775953,654826,0.607
550,HLIO,Industrials,Specialty Industrial Machinery,NYSE,132.41,90,94,89,90,79.83,2745821765.2006226,33046358.0,0.030299999,-4.5,274481,359590,376164,0.168
551,CECO,Industrials,Pollution & Treatment Controls,NASDAQ,132.41,90,95,94,94,75.63,2681509067.25,35873031.0,0.1753,-17.79,648910,773800,886576,0.165
552,OVV,Energy,Oil & Gas E&P,S&P 400,132.39,90,69,88,68,63.13,15748282657.320213,281018601.0,0.045,-0.52,4042120,3475076,3340278,0.085
553,NMM,Industrials,Marine Shipping,NYSE,132.35,90,82,90,86,79.1,1974187561.7077484,28499894.0,0.023,-1.97,110730,108376,122000,0.174
554,PBYI,Healthcare,Biotechnology,NASDAQ,132.26,90,90,92,92,8.01,364949103.4033203,50899456.0,0.0967,1.39,354230,367023,304718,-0.026
555,GHM,Industrials,Specialty Industrial Machinery,NYSE,132.2,90,95,94,86,103.93,1108828182.4417114,11072780.0,0.0434,0.39,287877,284869,281551,0.205
556,SNOW,Technology,Software - Application,NYSE,132.12,90,68,16,31,265.13,88574375985.99815,346602915.0,0.057600003,-5.54,3944760,5886580,8072026,0.335
557,RHLD,Industrials,Specialty Business Services,NYSE,132.12,90,88,97,99,131.67,982470476.8796844,8257442.0,0.1089,-44.25,125830,163590,174762,2.925
558,KEYS,Technology,Scientific & Technical Instruments,S&P 500,132.06,90,92,94,81,318.67,57765952720.71884,170738495.0,0.0138,-13.91,1276620,1508743,1680302,0.315
559,KZIA,Healthcare,Biotechnology,NASDAQ,132.06,90,95,95,35,13.04,146035766.16868877,11426899.0,0.0318,-25.06,171790,172400,183668,3.124
560,UTZ,Consumer Defensive,Packaged Foods,NYSE,132.0,90,19,15,27,14.1,648091301.7183938,88537061.0,0.1153,-3.89,10905410,4834796,3690470,0.026
561,SAIH,Technology,Information Technology Services,NASDAQ,131.98,90,84,81,25,13.66,20449137.320404053,1832360.0,0.0067000003,-11.36,1570,2280,2346,-0.705
562,PAMT,Industrials,Trucking,NASDAQ,131.94,90,88,25,27,15.8,283361991.0175524,20943237.0,0.0219,7.34,24160,22570,20506,-0.087
563,NGNE,Healthcare,Biotechnology,NASDAQ,131.82,90,89,82,27,35.57,447825876.75117874,15801901.0,0.2847,-4.55,226220,277433,221362,
564,IFS,Financial Services,Banks - Regional,NYSE,131.8,90,83,67,83,59.73,5495874126.874981,111072639.0,0.0146,12.7,163826,246412,307669,0.276
565,GCBC,Financial Services,Banks - Regional,NASDAQ,131.76,90,82,62,47,33.0,446748722.50317574,17025485.0,0.0075,23.18,38239,63889,45127,0.234
566,UNF,Industrials,Specialty Business Services,S&P 600,131.74,90,78,86,76,294.34,4799830307.925873,18083905.0,0.0587,3.72,158320,209093,208482,0.034
567,EQNR,Energy,Oil & Gas Integrated,NYSE,131.64,90,61,90,68,40.35,89666227580.87657,2491420489.0,0.0292,-7.16,4585519,4161403,3883755,-0.053
568,GBTG,Consumer Cyclical,Travel Services,NYSE,131.61,90,87,25,29,9.41,4870398652.567863,521455950.0,0.0238,-1.36,1396910,2277220,2743824,0.353
569,OUT,Real Estate,REIT - Specialty,S&P 600,131.56,90,89,91,87,32.03,5676287857.916756,176063510.0,0.0454,-8.38,1277470,1843070,1828040,0.1
570,UMAC,Technology,Computer Hardware,NYSE ARCA,131.53,90,91,83,82,19.36,1518890905.7574825,47793923.0,0.14060001,-40.17,3334090,4290303,6490582,2.964
571,CIB,Financial Services,Banks - Regional,NYSE,131.44,90,84,77,93,86.01,18420536961.403503,268560110.0,0.0107,-0.35,249673,347954,382528,0.108
572,ALM,Basic Materials,Other Industrial Metals & Mining,NASDAQ,131.38,90,95,99,98,13.34,5578364708.04443,283741849.0,0.94,-45.35,5319562,5901944,5546624,2.212
573,SANM,Technology,Electronic Components,S&P 400,131.37,90,96,94,83,208.43,13920940300.392303,53597735.0,0.0776,-22.94,663190,1293256,1107090,1.023
574,BTE,Energy,Oil & Gas E&P,NYSE,131.36,90,85,96,91,4.32,3537425903.41568,723400000.0,0.6,-19.4,18299876,19683172,19217163,0.016
575,TRST,Financial Services,Banks - Regional,S&P 600,131.36,90,85,82,80,57.35,905369981.908001,17474811.0,0.0513,9.89,122770,129926,123842,0.079
576,MT,Basic Materials,Steel,NYSE,131.25,90,88,88,93,66.12,52781297701.559845,760427819.0,0.0084,-5.87,1628390,1759516,1986614,0.045
577,PGC,Financial Services,Banks - Regional,NASDAQ,131.22,90,89,88,62,45.68,766319848.5,17718378.0,0.0335,3.12,214360,225476,180330,0.255
578,CMPR,Industrials,Specialty Business Services,NASDAQ,131.17,90,86,85,83,97.78,2388314731.239624,24232090.0,0.1313,-7.87,122543,226927,222168,0.123
579,BZH,Consumer Cyclical,Residential Construction,NYSE,131.1,90,80,39,33,33.19,694005800.0667572,27333825.0,0.103999995,17.15,339109,423163,497619,-0.275
580,TWLO,Technology,Software - Infrastructure,S&P 400,131.05,90,89,73,53,185.06,28934168577.764587,151773860.0,0.0519,-9.16,1835060,1967410,2405978,0.2
581,CRSR,Technology,Computer Hardware,S&P 600,130.99,90,80,43,11,9.85,1297550078.235095,106882211.0,0.122,-24.81,1367006,1786082,2848413,-0.041
582,BKD,Healthcare,Medical Care Facilities,NYSE,130.92,90,89,90,96,15.15,3073596963.419366,238818725.0,0.16370001,-11.35,4797287,5120015,4662419,-0.067
583,RPRX,Healthcare,Biotechnology,NASDAQ,130.85,90,84,83,73,58.83,24716963295.019135,443274104.0,0.029000001,4.92,2718450,3279640,3718562,0.11
584,PBI,Industrials,Integrated Freight & Logistics,S&P 600,130.64,90,91,90,47,17.85,2180606994.1668034,135441425.0,0.0001,7.79,1596200,2595066,2685296,-0.032
585,EZPW,Financial Services,Credit Services,S&P 600,130.58,90,92,95,85,29.54,1922383938.6355324,61535978.0,0.23290001,-20.44,883476,1104428,972513,0.459
586,LINC,Consumer Defensive,Education & Training Services,NASDAQ,130.56,90,93,93,84,40.51,1469304111.279602,31720728.0,0.0767,-24.28,758420,591493,569692,0.225
587,SMJF,Consumer Cyclical,Textile Manufacturing,NYSE ARCA,130.49,90,85,15,72,5.59,131875806.34117126,27705000.0,0.044499997,-20.14,1049420,731076,685170,0.086
588,ALRS,Financial Services,Banks - Regional,NASDAQ,130.45,90,83,76,72,32.7,718176700.7628365,25128646.0,0.0321,12.76,202016,264622,226925,0.187
589,SNEX,Financial Services,Capital Markets,S&P 600,130.38,90,95,91,78,74.86,8983156950.671814,79251496.0,0.0512,-40.31,1224485,1611086,1328341,0.238
590,AYA,Basic Materials,Silver,NASDAQ,130.32,90,90,89,94,19.7,3010344729.0,143349749.0,27.3,-10.45,518648,569802,519583,2.466
591,OBE,Energy,Oil & Gas E&P,NYSE ARCA,130.3,90,68,97,84,10.73,731205596.8633423,66776768.0,4.81,-26.46,998240,802516,763726,-0.261
592,GRPN,Communication Services,Internet Content & Information,NASDAQ,130.29,90,85,19,20,25.81,768415898.0123138,37983980.0,0.5812,-40.09,1599853,1643641,1740998,0.0
593,WNC,Industrials,Farm & Heavy Construction Machinery,NYSE,130.25,89,88,28,64,13.34,322544551.3278508,40673967.0,0.0845,3.09,1964100,1362693,1099204,-0.204
594,ROLR,Consumer Cyclical,Gambling,NYSE ARCA,130.2,89,96,98,97,6.91,60000356.58861494,10968987.0,0.0596,-79.48,74680,151740,459012,-0.503
595,SMWB,Technology,Software - Application,NYSE,130.2,89,67,5,10,6.06,363542253.5042386,87600541.0,0.0049,-43.63,1201930,1065876,1019908,0.109
596,IESC,Industrials,Engineering & Construction,S&P 400,130.18,89,95,93,80,626.07,13515368260.026978,19923887.0,0.113900006,-12.29,214934,301881,260596,0.168
597,CTNM,Healthcare,Biotechnology,NASDAQ,130.16,89,87,91,95,14.06,504342217.1729374,37386377.0,0.0436,-13.9,193481,420827,323532,
598,FVR,Real Estate,REIT - Diversified,NYSE,130.16,89,87,81,79,21.17,401846971.53536224,22652028.0,0.0111,14.49,172240,202136,172622,0.107
599,TMP,Financial Services,Banks - Regional,S&P 600,130.08,89,82,80,79,101.12,1239090389.0966263,14382941.0,0.018,15.04,99650,100910,85624,0.076
600,SMFG,Financial Services,Banks - Diversified,NYSE,130.07,89,81,76,84,26.18,139781934067.0363,6362400475.0,0.0017,7.56,1797330,1974026,1991080,
601,PACK,Consumer Cyclical,Packaging & Containers,NYSE,129.97,89,93,28,48,6.31,590259645.658195,85544875.0,0.055999998,-11.87,380040,511356,516194,0.11
602,EFTY,Industrials,Consulting Services,NASDAQ,129.95,89,88,94,96,15.02,302052209.20562744,20110000.0,0.107200004,-17.47,0,0,0,-0.259
603,FNRN,Financial Services,Banks - Regional,NASDAQ,129.93,89,86,85,74,18.3,282200515.7175522,16407006.0,0.0011,1.72,138378,299179,213291,0.127
604,CSTM,Basic Materials,Aluminum,NYSE,129.92,89,94,96,92,29.05,4664514188.47599,136150450.0,0.0452,-17.71,1653117,1831909,2009013,0.244
605,SYNA,Technology,Semiconductors,S&P 400,129.9,89,93,73,74,113.0,5304181349.634857,38637685.0,0.2211,-24.22,680510,1194676,1098046,0.104
606,TE,Industrials,Electrical Equipment & Parts,NYSE,129.87,89,98,96,99,5.0,2949105889.9869347,279271380.0,0.236,-56.26,42260790,36617106,41899544,2.323
607,NVT,Industrials,Electrical Equipment & Parts,S&P 400,129.87,89,93,91,86,151.79,27005699167.836975,161720452.0,0.028800001,-13.26,1558080,2016103,1968914,0.535
608,MSM,Industrials,Industrial Distribution,S&P 400,129.86,89,85,79,51,125.64,6112182093.327118,55834311.0,0.0577,12.96,712880,846300,803454,0.029
609,LILA,Communication Services,Telecom Services,NASDAQ,129.84,89,84,73,67,7.52,1623463732.585907,221290000.0,0.0219,-8.5,474100,961702,859427,-0.001
610,TOI,Healthcare,Medical Care Facilities,NASDAQ,129.8,89,93,36,81,5.07,468919961.4910693,99982933.0,0.0744,3.89,2254490,2029673,1998468,0.412
611,PAYS,Technology,Software - Infrastructure,NASDAQ,129.77,89,85,89,55,8.39,406434968.643682,55905773.0,0.0336,-5.52,516210,565270,668706,0.508
612,CROX,Consumer Cyclical,Footwear & Accessories,S&P 400,129.75,89,85,67,28,134.72,5896670437.175537,49689648.0,0.1353,11.1,791451,1025483,1145132,-0.017
613,CEVA,Technology,Semiconductors,NASDAQ,129.7,89,95,48,20,36.35,1113817559.866993,27859369.0,0.057600003,-14.81,529811,703913,814592,0.115
614,NTRA,Healthcare,Diagnostics & Research,NASDAQ,129.59,89,83,64,85,264.69,31990019178.046143,143215382.0,0.0272,3.25,951670,1470730,1482868,0.388
615,DAC,Industrials,Marine Shipping,NYSE,129.56,89,77,82,73,140.22,2279263223.374176,18203524.0,0.067,3.71,111759,95423,93539,0.002
616,SM,Energy,Oil & Gas E&P,S&P 600,129.55,89,53,83,19,33.51,7362682388.213509,239748701.0,0.0616,-6.61,3246240,4022256,3959086,0.73
617,PARK,Healthcare,Medical Care Facilities,NASDAQ,129.55,89,83,87,92,19.75,87501742.73081589,4515054.0,0.0055,-8.54,22790,33580,31470,0.027
618,VCTR,Financial Services,Asset Management,S&P 600,129.51,89,76,71,66,97.2,5287005203.129791,62531106.0,0.072399996,9.55,538000,514150,509532,0.767
619,PKE,Industrials,Aerospace & Defense,NYSE,129.48,89,89,94,88,34.3,635035198.9823952,19925798.0,0.0591,-10.21,352330,401713,359832,0.428
620,RYOJ,Industrials,Consulting Services,NASDAQ,129.47,89,28,12,22,4.09,45160500.99134445,11550000.0,0.00029999999,-64.22,51070,438336,1453620,-0.343
621,CAKE,Consumer Cyclical,Restaurants,S&P 600,129.43,89,87,64,62,84.72,3281221418.0083084,49685363.0,0.3434,21.55,1514337,1473799,1323081,0.056
622,NTCT,Technology,Software - Infrastructure,S&P 600,129.43,89,86,83,70,39.45,2975630771.9348717,71495215.0,0.0505,-6.89,560090,661410,661524,-0.01
623,HG,Financial Services,Insurance - Reinsurance,NYSE,129.35,89,79,88,81,36.16,2938970190.971054,99255999.0,0.020299999,7.25,397168,504162,493271,-0.022
624,CVV,Industrials,Specialty Industrial Machinery,NASDAQ,129.29,89,93,89,82,7.05,41365433.90475941,6940509.0,0.0256,-16.67,69926,86892,116777,-0.778
625,MTZ,Industrials,Engineering & Construction,S&P 400,129.28,89,92,96,86,358.86,29898250647.887207,79018556.0,0.0521,-18.71,1228720,1220480,1220672,0.345
626,KELYA,Industrials,Staffing & Employment Services,NASDAQ,129.27,89,70,26,24,15.06,402855983.8324261,34669190.0,0.0403,0.8,347620,411396,463658,-0.107
627,CHMG,Financial Services,Banks - Regional,NASDAQ,129.21,89,86,81,76,80.98,331025239.07089233,4819820.0,0.0072000003,14.33,80208,58792,55207,0.191
628,ELSE,Technology,Scientific & Technical Instruments,NASDAQ,129.18,89,93,92,34,7.72,27129008.033619404,3532423.0,0.00029999999,0.39,9941,7443,8374,0.152
629,ETS,Industrials,Trucking,NASDAQ,129.15,89,29,15,5,1.01,9194169.79927826,16716672.0,0.0139,-76.12,82379,145856,124561,0.163
630,NUE,Basic Materials,Steel,S&P 500,129.13,89,91,88,81,241.15,56935237500.0,227740950.0,0.0278,-4.07,1107500,1636190,1553362,0.213
631,SNX,Technology,Electronics & Computer Distribution,S&P 400,129.1,89,94,90,66,242.92,21066063080.779114,80626390.0,0.0179,-8.27,650350,945533,868442,0.181
632,CGNX,Technology,Scientific & Technical Instruments,S&P 400,129.09,89,91,88,50,62.05,10958720594.41407,166419451.0,0.036199998,-13.7,1694346,2232492,2198463,0.243
633,BLTE,Healthcare,Biotechnology,NASDAQ,129.06,89,89,93,97,153.36,5779468126.788025,40085091.0,0.0572,-23.32,156397,204322,219433,
634,SCHL,Communication Services,Publishing,S&P 600,129.03,89,89,90,89,43.15,747394735.5,18454191.0,0.2236,-0.55,346800,363570,331216,-0.019
635,MRCY,Industrials,Aerospace & Defense,S&P 600,129.01,89,89,62,92,103.27,6706834527.862442,60043283.0,0.094,-8.99,724880,765846,717658,0.115
636,SUNC,Energy,Oil & Gas Midstream,NYSE,128.94,89,71,78,57,75.75,3366133528.658386,51517198.0,0.0297,3.43,371410,432793,455360,1.064
637,TBI,Industrials,Staffing & Employment Services,NYSE,128.88,89,87,30,25,7.63,188809406.26982403,30404091.0,0.05,-1.93,252400,341520,328226,0.076
638,BAP,Financial Services,Banks - Regional,NYSE,128.85,89,86,75,91,388.42,27221377241.641235,79448317.0,0.023699999,2.16,286991,367637,490050,0.256
639,PL,Industrials,Aerospace & Defense,NYSE,128.84,89,94,99,99,22.36,18225947825.914856,356393196.0,0.11350001,-56.8,7848220,12467653,13172606,0.411
640,CCXIU,Financial Services,Shell Companies,NASDAQ,128.82,89,77,43,41,14.4,,,0.12,27.89,20595,65878,40431,
641,ALGT,Industrials,Airlines,S&P 600,128.8,89,90,77,88,98.08,2462012170.4831543,26874928.0,0.0717,-16.88,427129,610796,620419,0.048
