Ticker,Name,Sector,Industry,Universe,Volume,AverageVolume10days,MACDV_12_26_9,MACDV_H_12_26_9,MACDV_H_12_26_9_TrendUp,MACDV_50_200,OTT Uptrend,OTT Ratio,ATR_20,Signal,USI,USI Diff,USI crossed zero,Num shares,Close
SATS,EchoStar,Communication Services,Wireless Telecommunication Services,S&P 400,2930500,3896210.0,138.3603139880164,-39.48022183256376,False,1318.0992550369206,True,1.022374653859294,3.3329314402443013,None,0.28783224709693295,-0.037826474078800576,False,30,74.0
STX,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,5169900,5780180.0,123.52190287207397,-66.71595131246865,False,1302.1192491210736,True,1.018566433892072,9.397923189946223,None,0.164997675443988,-0.11371936536520402,False,10,214.3800048828125
WDC,Western Digital,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,7033300,11739200.0,180.3468493648327,-51.400786223305175,False,1279.5259451871352,True,1.0228254510794348,4.971714111047151,None,0.3353206463893008,-0.09278387613620592,False,20,115.41999816894531
KTOS,Kratos Defense & Security Solutions,Industrials,Aerospace & Defense,S&P 400,7319100,4960980.0,184.27704756797618,-15.080100857450077,False,1273.6112611586711,True,1.0274202848721756,4.7554766876301935,None,0.6650353604309152,-0.10737133419105682,False,21,94.62999725341797
GLW,Corning Inc.,Information Technology,Electronic Components,S&P 500,7893200,7239010.0,193.37931231491694,-22.535049522671187,False,1265.713838371438,True,1.0321535453820854,2.044400283481141,None,0.5466978990086369,-0.04103725088452803,False,48,82.9800033569336
REZI,"Resideo Technologies, Inc.",Industrials,Trading Companies & Distributors,S&P 600,1090400,1294630.0,139.93194830792345,-46.181083743641494,False,1131.9414895293035,True,1.0213731260799728,1.2352887352426114,None,0.30469926821363763,-0.09881428682622478,False,80,40.13999938964844
HOOD,Robinhood Markets,Financials,Investment Banking & Brokerage,S&P 500,41164500,35454180.0,143.82462774158316,2.012811562226318,False,1091.826358390708,True,1.0361265398747939,6.609199453897613,None,0.44171711649031065,-0.039657097961070975,False,15,138.9600067138672
IDCC,"InterDigital, Inc.",Information Technology,Communications Equipment,S&P 600,272200,430080.0,122.1552443536001,-31.390167483505195,False,1059.9339923483753,True,1.021079701193574,10.76843708302693,None,0.2528846081752677,-0.0019685222198495556,False,9,339.8999938964844
CIEN,Ciena,Information Technology,Communications Equipment,S&P 400,3055100,2468330.0,223.30784367612404,-24.735531601382377,False,1050.3304190522804,True,1.0406899070656577,5.511544161709883,None,0.7008532518965763,-0.035977692659262206,False,18,155.94000244140625
APH,Amphenol,Information Technology,Electronic Components,S&P 500,5714000,6449550.0,89.16717922979211,-17.935841810547203,False,1047.2386847076823,True,1.0224662977412649,2.9948114246897894,None,0.2650130136717159,-0.006487236416198083,False,33,121.69999694824219
NEM,Newmont,Materials,Gold,S&P 500,9042300,10593170.0,140.39914722393095,-25.741274217421335,False,1023.415355984754,True,1.019335194759068,2.2746764014222265,None,0.4466649545396768,-0.11873539529784749,False,43,85.13999938964844
TTMI,"TTM Technologies, Inc.",Information Technology,Electronic Manufacturing Services,S&P 600,2542100,2885120.0,93.88505608385684,-26.64197594497881,False,989.6635863024079,True,1.020923769929782,2.765808666658056,None,0.2631702377171136,-0.08417257619496066,False,36,53.58000183105469
FIX,Comfort Systems USA,Industrials,Construction & Engineering,S&P 400,312200,288890.0,97.36846988700722,-14.753052239612202,False,977.3278362835249,True,1.024855814219282,28.282155557443208,None,0.2336635884547459,-0.01705330776820793,False,3,816.0700073242188
NEU,NewMarket Corporation,Materials,Specialty Chemicals,S&P 400,84000,106570.0,26.33485313927006,-43.6797069810952,False,931.0174241836323,True,1.016122161221565,19.496354190915635,None,0.03303774389713019,-0.16545096223594508,False,5,783.6500244140625
AAMI,Acadian Asset Management Inc.,Financials,Asset Management & Custody Banks,S&P 600,191900,233560.0,-46.78045186395368,-34.51763812648881,True,918.901399556016,False,0.9949575535567252,1.5388971507646154,None,-0.3988238618007931,-0.03236615091891376,False,64,44.220001220703125
LITE,Lumentum Holdings,Information Technology,Communications Equipment,S&P 400,3374000,2587360.0,51.69957831412131,-44.773347400534874,False,918.296219225176,True,1.018502840361494,8.146860880975405,None,0.04076135109094509,-0.04588248790407778,False,12,149.61000061035156
STRL,"Sterling Infrastructure, Inc.",Industrials,Construction & Engineering,S&P 600,424200,452840.0,79.98343828034568,-20.184283655622735,False,915.5388544532788,True,1.0218823725917265,16.318364851980792,None,0.23925419952685456,-0.04232869851964477,False,6,336.6300048828125
TEL,TE Connectivity,Information Technology,Electronic Manufacturing Services,S&P 500,1153300,1405750.0,80.97897322854351,-21.663730748830886,False,905.6238018837183,True,1.0218828238534197,4.329367196253815,None,0.2589952678733281,-0.0817598551270256,False,23,214.57000732421875
MP,MP Materials,Materials,Diversified Metals & Mining,S&P 400,51547500,17066800.0,36.71655766008072,5.645700993913522,False,899.2677233097677,True,1.029479108692759,5.2517416728375235,None,0.042028765845502664,0.015937280011821427,False,19,78.33999633789062
BWXT,BWX Technologies,Industrials,Aerospace & Defense,S&P 400,1060200,1098960.0,127.8117060301891,11.69651296547957,False,889.9799002987991,True,1.030030843775073,5.490869183546017,None,0.4555565658210343,-0.0043724117031515575,False,18,190.0800018310547
TLN,Talen Energy,Utilities,Independent Power Producers & Energy Traders,S&P 400,1019400,711620.0,79.77298968518475,-15.487579937014289,False,871.1779489465433,True,1.0276164715879266,15.23223081255747,None,0.3125939542803696,-0.0697656137400196,False,6,412.8299865722656
GE,GE Aerospace,Industrials,Aerospace & Defense,S&P 500,3378400,3259980.0,70.52898332510577,-20.847763540282116,False,864.1123438233233,True,1.0205159709253422,6.542222395402782,None,0.22399211886083079,-0.035578279138970964,False,15,291.489990234375
ORCL,Oracle Corporation,Information Technology,Application Software,S&P 500,28738100,22294170.0,49.974562024026206,-17.319852097462466,True,861.9021913259486,True,1.0253958478420961,13.336737255053144,None,0.06556960826063483,0.007040807409758203,False,7,292.9599914550781
HL,Hecla Mining,Materials,Silver,S&P 600,19895900,20039330.0,155.02482271738708,-26.815011207271482,False,854.5617144058866,True,1.0282751928163427,0.6056880254383072,None,0.3973812718407859,-0.042297725059715074,False,165,12.539999961853027
TPR,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",S&P 500,2231000,2392390.0,57.12494405591787,-17.88999013466681,False,838.0270312634483,True,1.0200690335973857,3.3350654328185128,None,0.16929962832065926,-0.07355585881492296,False,29,108.22000122070312
PAHC,Phibro Animal Health,Health Care,Pharmaceuticals,S&P 600,193400,264240.0,19.41586423876566,-44.40426276198848,False,826.8512503410694,True,1.0188417520593032,1.3434366525994628,None,-0.10313903701197846,-0.04370641341059426,False,74,36.38999938964844
PLTR,Palantir Technologies,Information Technology,Application Software,S&P 500,54612700,51972160.0,52.441174513041354,-10.39927922844759,False,824.4540920212536,True,1.0215218154238193,7.458014323435691,None,0.14761164616064784,0.011017849267517976,False,13,175.44000244140625
MRCY,Mercury Systems,Industrials,Electrical Components & Equipment,S&P 600,1092300,744130.0,113.1347019086691,-32.296239547954556,False,822.8220020028592,True,1.0222923195186377,2.9213576696387884,None,0.3674418699647208,-0.1280895807620444,False,34,73.58000183105469
APP,AppLovin,Information Technology,Application Software,S&P 500,6452200,7960020.0,66.96958534364805,-71.30882566314062,False,805.6296224394,True,1.0081455083929571,34.649702333990064,None,0.05207724696864433,-0.0648018814678441,False,2,569.8900146484375
BK,BNY Mellon,Financials,Asset Management & Custody Banks,S&P 500,3809100,3075200.0,16.748758987972497,-30.757495342173744,False,804.2779827166228,True,1.0188403760698332,1.9044732737618724,None,-0.10285773324930123,-0.02809915561402182,False,52,104.54000091552734
AWI,"Armstrong World Industries, Inc.",Industrials,Building Products,S&P 600,288200,289990.0,20.70836422806269,-10.635690594472006,False,768.5776432694457,True,1.0191226709139571,3.486152846050025,None,-0.06781897711028323,-0.06521687854574666,False,28,193.61000061035156
AVGO,Broadcom,Information Technology,Semiconductors,S&P 500,28835500,20174480.0,27.467056460971556,-18.572623884163832,False,755.4533069800341,True,1.0210782097107869,12.023323870174204,None,0.05326160239714121,-0.020245604664673796,False,8,324.6300048828125
CW,Curtiss-Wright,Industrials,Aerospace & Defense,S&P 400,210500,237030.0,93.88911919147426,3.7975265457821763,False,752.9012462543337,True,1.0235324481161825,15.240608372860857,None,0.34502761288779016,-0.036031732831454055,False,6,539.3699951171875
AVAV,AeroVironment,Industrials,Aerospace & Defense,S&P 400,1046700,1479300.0,259.8234352443158,43.81002121180015,False,750.4993784307226,True,1.0525896682825944,15.316772887412855,None,0.8476890642508139,-0.026089502460804992,False,6,392.2900085449219
VSAT,"Viasat, Inc.",Information Technology,Communications Equipment,S&P 600,2784600,2742900.0,68.99995304936809,10.398362948183326,False,748.1697513349977,True,1.0407810722294788,2.12459472545163,None,0.18785537710061087,-0.0015745754137685697,False,47,32.619998931884766
GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,S&P 500,33073600,28897000.0,75.48298639533351,-50.61790316864629,False,747.8350713381528,True,1.0184489537064447,5.450815972256769,None,0.13117250029400546,-0.10100409979435115,False,18,236.57000732421875
GS,Goldman Sachs,Financials,Investment Banking & Brokerage,S&P 500,2454500,1748460.0,31.418286671581225,-37.27664548012919,False,744.6688619520495,True,1.0189674574241279,16.79579364724136,None,-0.013885126594434558,-0.07036209751852426,False,5,764.3599853515625
GOOG,Alphabet Inc. (Class C),Communication Services,Interactive Media & Services,S&P 500,22380600,19827800.0,77.83607137238131,-50.33493260367585,False,742.5775285766615,True,1.0185737304046976,5.420094201102055,None,0.1436709838340117,-0.10514724715968993,False,18,237.49000549316406
FHI,Federated Hermes,Financials,Asset Management & Custody Banks,S&P 400,706700,484860.0,-9.382423728068536,-5.445810567359267,False,737.6228865278125,True,1.019191053687793,1.0202986548109612,None,-0.12026652361488449,0.000756401021878142,False,98,51.040000915527344
LGND,"Ligand Pharmaceuticals, Inc.",Health Care,Biotechnology,S&P 600,115500,153600.0,122.56922470886902,0.12711405174617596,False,735.9105844742043,True,1.0271423290682307,4.690139411586939,None,0.5334243671879895,-0.06199855735306847,False,21,177.72999572753906
HWM,Howmet Aerospace,Industrials,Aerospace & Defense,S&P 500,1725700,1824040.0,35.73018691983309,-23.34543944632115,False,735.824670513308,True,1.0192001072424848,4.704677405438323,None,0.11408094214276021,-0.040184120823872654,False,21,184.08999633789062
C,Citigroup,Financials,Diversified Banks,S&P 500,18568400,12798900.0,-17.96912228436313,-49.81148814438001,False,735.571919479242,True,1.0065673943062174,2.213547413337864,None,-0.29842266205297374,-0.0662836560133086,False,45,93.93000030517578
LRCX,Lam Research,Information Technology,Semiconductor Materials & Equipment,S&P 500,18730200,13057610.0,181.09782519377308,-39.088501008619204,False,724.9569919852461,True,1.0228018422170664,4.689145001790933,None,0.41980931532670634,-0.12058434960113112,False,21,131.3699951171875
AORT,Artivion,Health Care,Health Care Equipment,S&P 600,306200,304680.0,-6.814460364411287,-13.917258042315702,False,723.4166954227861,True,1.0183756605858216,1.2079949578034068,None,-0.19439463994803846,-0.026003295691427147,False,82,40.20000076293945
PRA,ProAssurance Corporation,Financials,Property & Casualty Insurance,S&P 600,431300,511060.0,57.765005058545604,-0.672427200698003,False,717.9880384808762,True,1.0189404761701337,0.10205916833763153,None,0.34392431002636076,0.34392431002636076,False,979,23.899999618530273
EME,Emcor,Industrials,Construction & Engineering,S&P 500,423300,411610.0,78.02093033295408,10.413874220327244,False,713.9973824160635,True,1.0251917381789348,18.88963471876953,None,0.2750824417595023,-0.008429890668850859,False,5,663.739990234375
RTX,RTX Corporation,Industrials,Aerospace & Defense,S&P 500,7385600,4835580.0,65.42049155302612,-24.507644069842456,False,704.7233274422432,True,1.0176192917402427,3.0075963683096987,None,0.2390026585109052,-0.1710967132527483,False,33,157.6999969482422
CHRW,C.H. Robinson,Industrials,Air Freight & Logistics,S&P 500,2183200,1454860.0,37.232886319287715,-51.876450465651644,False,702.3318472710552,True,1.0169200417494302,2.9323263335131955,None,-0.045275307924923194,-0.18436940775433608,False,34,125.30999755859375
IVZ,Invesco,Financials,Asset Management & Custody Banks,S&P 500,6395200,4236130.0,88.88030112389886,-16.20139938714418,False,698.1011052459772,True,1.0239942626540324,0.584276986984887,None,0.37251074081929136,-0.13592755192384331,False,171,22.469999313354492
SGI,Somnigroup International,Consumer Discretionary,Home Furnishings,S&P 400,2009200,1501860.0,23.89685413816083,-9.505072730360585,False,696.3483363052969,True,1.0199152824251505,1.7301410354722617,None,-0.028722206821624633,-0.02050649891031568,False,57,83.7300033569336
MO,Altria,Consumer Staples,Tobacco,S&P 500,10847800,8159190.0,40.624901192659834,0.049608296310466926,False,696.3476978530629,True,1.0196081639961174,0.9964576024829854,None,0.042497233873131826,0.011825069887115212,False,100,66.54000091552734
ALLE,Allegion,Industrials,Building Products,S&P 500,985000,736510.0,43.84689313450788,-21.666382134355374,False,685.9150299228695,True,1.0196022045299633,2.844465545464457,None,0.028357736559902886,-0.05937971734286221,False,35,173.2899932861328
FLEX,Flex Ltd.,Information Technology,Electronic Manufacturing Services,S&P 400,2746200,3259240.0,49.32249603871183,-16.87860725837372,False,685.2652556481307,True,1.0227346739881236,1.7777955355015662,None,0.15643133311686838,0.014460443850955879,False,56,56.59000015258789
MU,Micron Technology,Information Technology,Semiconductors,S&P 500,26823800,28039500.0,198.6669213466894,-11.910954725033406,False,683.8724513741399,True,1.0374120229135515,7.481683371185658,None,0.5411727838654166,-0.06697480764416908,False,13,181.60000610351562
LHX,L3Harris,Industrials,Aerospace & Defense,S&P 500,1259200,1137870.0,118.20563586001485,-14.811090884863162,False,683.8393961366845,True,1.0196665979033352,5.273244364666729,None,0.29855145240849634,-0.06886292513859321,False,18,292.3399963378906
MEDP,Medpace,Health Care,Life Sciences Tools & Services,S&P 400,405500,327560.0,88.9341115742556,-21.294873517243374,False,679.2162086948883,True,1.021424876559121,14.68678057921249,None,0.2323541290532075,-0.09531646272932556,False,6,501.2200012207031
IBKR,Interactive Brokers,Financials,Investment Banking & Brokerage,S&P 500,5035600,4657380.0,96.27886634312871,10.275785050606927,False,677.8594589377324,True,1.0277229768721454,2.1746451182856474,None,0.3538054528945482,-0.01644324187753249,False,45,69.01000213623047
WWW,"Wolverine World Wide, Inc.",Consumer Discretionary,Footwear,S&P 600,1350600,1907270.0,-107.5571061444956,-35.74589667073275,True,676.1006980027274,False,0.9726158351203478,1.0159769394339901,None,-0.838070853234935,0.013615335810826856,False,98,24.639999389648438
EYE,National Vision Holdings,Consumer Discretionary,Specialty Stores,S&P 600,2317600,1813120.0,72.10692166819169,-36.69891256380069,False,672.8197105856954,True,1.014897090505875,1.1015722198431586,None,0.16596326523647584,-0.08083835874143405,False,90,25.559999465942383
WBD,Warner Bros. Discovery,Communication Services,Broadcasting,S&P 500,44101000,32911330.0,101.1689746923906,-65.47036585814726,False,672.496948442643,True,1.0208199092677417,0.8685669314754894,None,0.1869399927018995,-0.08219678278672318,False,115,17.100000381469727
EBAY,eBay Inc.,Consumer Discretionary,Broadline Retail,S&P 500,4121200,5796310.0,-11.639641723748259,-4.956932490887135,False,671.074471967134,True,1.0115421030751046,2.503926176145221,None,-0.10680389179707116,-0.039139175966371384,False,39,88.55000305175781
BKE,"The Buckle, Inc.",Consumer Discretionary,Apparel Retail,S&P 600,612400,498190.0,-45.92719481917531,-60.42472168460025,False,667.4558577595323,True,1.0077389221106066,1.4503420995736453,None,-0.29242082983069345,-0.08671144770633385,False,68,52.72999954223633
GEV,GE Vernova,Industrials,Heavy Electrical Equipment,S&P 500,2965800,2292290.0,-1.2722750204466966,0.9030862111037348,False,666.0404018987412,True,1.0197276324315099,22.541734667557655,None,-0.06384908538697762,0.04383404214920447,False,4,604.5599975585938
CALX,Calix,Information Technology,Application Software,S&P 600,495100,466020.0,-19.45581973689552,-36.794377417463785,False,661.5548646235916,True,1.0175416520946303,1.550786985425016,None,-0.21573273265473858,-0.027970560994635685,False,64,57.72999954223633
KAR,"OPENLANE, Inc.",Industrials,Diversified Support Services,S&P 600,580400,921890.0,-53.41520599828004,-39.34486975975183,False,655.9940656525821,True,1.0111015573319466,0.6785461688093538,None,-0.49701469201193915,-0.0791826313339285,False,147,26.290000915527344
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Transportation Equipment,S&P 500,3886600,2954170.0,154.00892372757207,-2.4059919239481076,False,650.3786922809658,True,1.0263591410160808,11.328264667874459,None,0.49351666070274924,-0.052209837205692056,False,8,491.29998779296875
RMBS,Rambus,Information Technology,Semiconductors,S&P 400,3279800,1996840.0,71.77106339715166,-49.037947176965474,False,649.8503891796533,True,1.020850346070146,5.026488727488964,None,0.12445864349097564,-0.059485117884232205,False,19,89.56999969482422
ANET,Arista Networks,Information Technology,Communications Equipment,S&P 500,10435900,8129110.0,71.14458170490354,7.516083674018226,False,649.7009641261787,True,1.0312595011228711,5.967610273150385,None,0.17307951957614529,0.029696182906312873,False,16,154.10000610351562
WT,"WisdomTree Investments, Inc.",Financials,Asset Management & Custody Banks,S&P 600,2654400,2767810.0,-24.602379810417105,-35.63938288502112,False,648.7211563698125,True,1.0133284546173549,0.3715123496321628,None,-0.2056395068336398,-0.046279537097837276,False,269,13.039999961853027
ZWS,Zurn Elkay Water Solutions Corp.,Industrials,Industrial Machinery & Supplies & Components,S&P 600,812900,718360.0,30.90637404857365,-21.359493308911016,False,647.1311774834766,True,1.0198154425708739,0.9341495731093851,None,-0.0172502108105735,-0.06558978364542337,False,107,45.58000183105469
ELAN,Elanco,Health Care,Pharmaceuticals,S&P 400,4599700,5418090.0,106.454475587206,-14.695163615162741,False,646.9652897588808,True,1.0212748100703337,0.5923037926004091,None,0.2750857392678963,-0.06086015548358903,False,168,19.760000228881836
NVT,nVent Electric plc,Industrials,Electrical Components & Equipment,S&P 400,2176100,1822820.0,51.26130258216993,-23.597850094482354,False,646.6494503171964,True,1.0196925738795455,2.756350257431439,None,0.0426418733129985,-0.03374453687523403,False,36,95.9800033569336
DY,"Dycom Industries, Inc.",Industrials,Construction & Engineering,S&P 600,313700,356510.0,86.46974133450561,-3.124200539945903,False,645.8809144814303,True,1.0209208258580131,8.539672343389366,None,0.251366149011004,-0.018782358689310552,False,11,284.3299865722656
EA,Electronic Arts,Communication Services,Interactive Home Entertainment,S&P 500,3277100,6426650.0,237.7917911468241,39.38406523297775,False,644.0729449073666,True,1.032927566966566,3.4376506056456564,None,0.5919577951668247,0.001498502720830075,False,29,200.02000427246094
ANIP,"ANI Pharmaceuticals, Inc.",Health Care,Pharmaceuticals,S&P 600,173800,304960.0,-7.539400823664076,-28.95570548820001,True,643.2557455051711,True,1.005498343716196,2.5914586056002658,None,-0.23480208472624936,-0.025811933075632537,False,38,89.79000091552734
PSTG,Pure Storage,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 400,2488300,2937170.0,139.3852695832602,-20.264731280307075,False,640.6454112630645,True,1.033832744536574,3.22097545199635,None,0.3891723586686132,-0.02033581680985186,False,31,89.37000274658203
HWKN,"Hawkins, Inc.",Materials,Commodity Chemicals,S&P 600,166800,115770.0,15.910100489460396,-22.106679419580466,False,635.2625376558709,True,1.018115795159064,5.543413192882124,None,-0.038471401041742584,-0.09315761040116913,False,18,166.8000030517578
AMG,Affiliated Managers Group,Financials,Asset Management & Custody Banks,S&P 400,182900,196590.0,43.514605392643276,-25.99421756933829,False,633.5496008839089,True,1.0195436671311138,5.86181038057935,None,0.09197307784490168,-0.07121727408827298,False,17,230.77999877929688
ATGE,Adtalem Global Education,Consumer Discretionary,Education Services,S&P 600,242200,313840.0,76.8642372036903,-33.75705584408472,False,633.4471498548071,True,1.0188530041146635,3.8305730802234246,None,0.16486693747767228,-0.08614181391925912,False,26,142.5800018310547
DASH,DoorDash,Consumer Discretionary,Specialized Consumer Services,S&P 500,2429900,2758950.0,69.23814040292001,-3.7451752326724375,False,629.7593831444639,True,1.0218393779816632,7.8017071972447605,None,0.26566970884887625,-0.0634227455173742,False,12,266.0199890136719
JPM,JPMorgan Chase,Financials,Diversified Banks,S&P 500,8587400,7895710.0,21.28231777265818,-33.337188030913126,False,629.3800248525204,True,1.0176029806914277,5.403054406263042,None,-0.05020709104545153,-0.06673799099395437,False,18,300.8900146484375
SANM,Sanmina Corporation,Information Technology,Electronic Manufacturing Services,S&P 600,546500,1184500.0,52.3434620495533,17.4456608784156,False,625.2550328688925,True,1.024200612356419,6.622008759065521,None,0.1800772399063227,-0.041460962962419745,False,15,122.70999908447266
BWA,BorgWarner,Consumer Discretionary,Automotive Parts & Equipment,S&P 600,1790500,2110220.0,-2.7184247440504583,-54.5610842699189,False,623.8362552671036,True,1.0163562907382662,0.8944707355060832,None,-0.24741325823101304,-0.1250012652031568,False,111,41.209999084472656
PINC,"Premier, Inc.",Health Care,Health Care Services,S&P 600,3419200,1385060.0,108.6554815754909,-7.752072522349778,False,622.3261363267327,True,1.0197995279891636,0.5111124236726572,None,0.30938054654619934,-0.022004599306621075,False,195,27.780000686645508
ESE,ESCO Technologies Inc.,Industrials,Industrial Machinery & Supplies & Components,S&P 600,163600,163850.0,27.978108127219446,-19.080218109840846,False,619.5346408372865,True,1.0193960355592089,5.127897973947493,None,0.03968240890720141,-0.01965642093318335,False,19,207.00999450683594
CMI,Cummins,Industrials,Construction Machinery & Heavy Transportation Equipment,S&P 500,684500,781300.0,80.24984424612862,-23.635216534603543,False,619.1148692097526,True,1.0204170149871714,8.931143277868252,None,0.22659335362738345,-0.11531544028251076,False,11,413.0799865722656
NFG,National Fuel Gas,Utilities,Gas Utilities,S&P 400,419800,620740.0,1.0912830326086447,-48.73081600987958,False,613.4785361900847,True,1.0115717466888037,1.6496474513263257,None,-0.08859798532303058,-0.06175848111633686,False,60,84.73999786376953
EZPW,"EZCORP, Inc.",Financials,Consumer Finance,S&P 600,690500,861240.0,114.73409186122736,-15.066896118679963,False,609.5945669798061,True,1.0213603598988075,0.48448591834278376,None,0.36378441283355367,-0.004358705852529954,False,206,18.489999771118164
MS,Morgan Stanley,Financials,Investment Banking & Brokerage,S&P 500,5527000,5041420.0,29.39094711801112,-38.76734710325467,False,607.1674405760231,True,1.018160420637441,3.1432894504280187,None,-0.010046405762314374,-0.06284111339467537,False,31,151.86000061035156
MCY,Mercury General,Financials,Property & Casualty Insurance,S&P 600,217900,214010.0,92.63586708334284,-30.200720515811696,False,603.0025042719915,True,1.0189633738399233,1.9723904828487973,None,0.2858424339674364,-0.15136656613318722,False,50,80.13999938964844
ORA,Ormat Technologies,Utilities,Renewable Electricity,S&P 400,724200,616650.0,185.471585797012,39.31273287651945,False,602.986005189236,True,1.0350582350089148,2.0771980009169146,None,0.6558038133704194,-0.008094299099118851,False,48,103.95999908447266
MTZ,MasTec,Industrials,Construction & Engineering,S&P 400,2147100,927840.0,87.34775238852221,-34.351730172279005,False,601.4776014369194,True,1.0171563560809167,7.083868952412991,None,0.3556670277547716,-0.17235399559552217,False,14,195.60000610351562
REX,REX American Resources Corporation,Energy,Oil & Gas Refining & Marketing,S&P 600,178100,164970.0,39.00540739700118,-15.799796981509992,False,600.9300686333315,True,1.019395334682252,0.8295956307647694,None,0.0418364298494518,-0.08659220365281103,False,120,30.59000015258789
PARR,"Par Pacific Holdings, Inc.",Energy,Oil & Gas Refining & Marketing,S&P 600,1138200,1159670.0,25.574296305009824,-19.802995662734048,False,599.7739702634047,True,1.0192585747772815,1.7134393678166062,None,0.05201060375792239,-0.010529534370380615,False,58,33.279998779296875
AEIS,Advanced Energy,Information Technology,Semiconductor Materials & Equipment,S&P 600,477900,360200.0,84.47868368415762,-14.529410754720303,False,595.1079642119644,True,1.026895264787032,6.107814317171746,None,0.23758936346167267,-0.02550237647402323,False,16,169.6199951171875
RCL,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",S&P 500,1413300,1641720.0,-70.9891266652995,-20.567355507766607,False,594.614265634688,False,0.9728121343942273,9.715309635011529,None,-0.4816639883273853,-0.03910850685720535,False,10,304.6199951171875
GD,General Dynamics,Industrials,Aerospace & Defense,S&P 500,926600,1025680.0,119.01658755260075,-3.7784151842598988,False,592.7365490198904,True,1.020884871328667,4.698806036039322,None,0.4390086088329083,-0.14045955432280427,False,21,332.94000244140625
WELL,Welltower,Real Estate,Health Care REITs,S&P 500,2538100,2853520.0,24.826551304571375,-39.10728714619483,False,590.3943081060842,True,1.0163309686199478,2.8312792465655114,None,-0.05758403345347071,-0.10262889528330758,False,35,165.94000244140625
HCI,"HCI Group, Inc.",Financials,Property & Casualty Insurance,S&P 600,153500,157440.0,100.3663217750834,-23.595263686506456,False,589.7827091163392,True,1.0195013778666961,5.542616693622158,None,0.30730522288925194,-0.08211434070987605,False,18,184.24000549316406
WTS,Watts Water Technologies,Industrials,Building Products,S&P 400,207700,137420.0,-5.830846953129476,-25.195409858688425,False,589.5288094668255,True,1.0186004067037284,5.519234032641619,None,-0.12257179755374108,-0.09286538114663673,False,18,267.32000732421875
WYNN,Wynn Resorts,Consumer Discretionary,Casinos & Gaming,S&P 500,2183300,1926320.0,16.806842887834783,-42.23688883386835,False,586.0549407123611,True,1.018730334296738,3.894220104619446,None,-0.08159048354549492,-0.021152190967054327,False,25,119.88999938964844
CASY,Casey's General Stores,Consumer Staples,Food Retail,S&P 400,176700,251150.0,68.50267719519142,-13.444810364560524,False,585.1328661646327,True,1.019746655354357,11.275810669641672,None,0.1748053328607254,-0.04095867124175637,False,8,556.6699829101562
FSS,Federal Signal Corporation,Industrials,Construction Machinery & Heavy Transportation Equipment,S&P 600,474300,458760.0,-56.98185943323879,-17.726327879319065,False,584.2098417480601,True,1.009370663817643,2.9634016366201075,None,-0.4048834184474653,-0.0020848555126807278,False,33,115.94000244140625
GVA,"Granite Construction, Inc.",Industrials,Construction & Engineering,S&P 600,342500,1132470.0,-7.995197041082385,-26.732367666584793,False,584.1542523650071,True,1.018595540821977,2.3226522995782237,None,-0.24905071580242027,-0.06151418077008336,False,43,105.41000366210938
MLI,Mueller Industries,Industrials,Industrial Machinery & Supplies & Components,S&P 400,1035700,648660.0,38.77642615654473,-36.89829335022709,False,583.4485014771167,True,1.0202137067869272,1.964986908849089,None,-0.024535039037489832,-0.07283484298204194,False,50,96.95999908447266
NRG,NRG Energy,Utilities,Independent Power Producers & Energy Traders,S&P 500,1845500,2474400.0,37.63966963594015,-12.094456112365158,False,582.8351818842291,True,1.0191057238784973,5.631275537946104,None,0.13858991088523942,-0.016353071012606135,False,17,160.42999267578125
AL,Air Lease Corporation,Industrials,Passenger Airlines,S&P 600,3438600,2072250.0,98.36300655511519,-16.936480293148776,False,582.1060366143934,True,1.0202795537427238,0.44624089380837967,None,0.0,0.0,False,224,63.5
URI,United Rentals,Industrials,Trading Companies & Distributors,S&P 500,461500,379560.0,57.36458037097134,-3.972999284895785,False,581.5276598191224,True,1.0220003783537932,22.216515818577818,None,0.16875319814724235,-0.055665280493955055,False,4,950.030029296875
TKO,TKO Group Holdings,Communication Services,Movies & Entertainment,S&P 500,1421600,1524790.0,1.7393238963536573,-44.36756613268994,False,578.3220931238013,True,1.0153475594941603,5.170265401255143,None,-0.10036928857198035,-0.0858719948332188,False,19,187.0500030517578
TR,"Tootsie Roll Industries, Inc.",Consumer Staples,Packaged Foods & Meats,S&P 600,193900,178410.0,85.81024551986644,9.448701526335853,False,578.01650858311,True,1.0272556062201241,0.9808138974789582,None,0.3612570750532676,-0.02509170077450318,False,101,42.93000030517578
LDOS,Leidos,Industrials,Diversified Support Services,S&P 500,763500,803220.0,98.86424400682631,-6.859433535494958,False,575.7611889873554,True,1.021844198152173,3.9674995818120364,None,0.3756915850173857,-0.11143522151106428,False,25,188.02999877929688
